排名,标题,热度
1,989大学,1271037
2,迪丽热巴手滑进了梦海直播间,1125107
3,中国制造究竟有多牛,1005359
4,厦大新闻学教授谈张雪峰言论,977834
5,白敬亭宋轶对视没有技巧全是感情,898928
6,建议魏大勋别看,876711
7,Jennie在舞台上走神,744163
8,为什么阴干的衣服那么臭,716933
9,清华大学vs广东工大,716609
10,长风渡首播反馈,603955
11,鞠婧祎29岁身材管理,578807
12,朴彩英四年前的发量vs现在的,542865
13,相亲中的聊天记录,468506
14,大四男生实习薪资1万4妈妈仰天大笑,438005
15,女朋友说她拍到我出轨了,429312
16,这背影居然是蔡少芬,402132
17,女儿考满分农民工父亲买了只烧鸡庆祝,381665
18,高铁上情侣想换座我拒绝了,362112
19,布林肯,334721
20,李荣浩去了杨丞琳演唱会,311373
21,长风渡,308704
22,东航客服回应胡兵50万积分被清零,302639
23,王阳好会亲,282216
24,鬼灭之刃,265429
25,肖战为电影增重,262568
26,黑莲花攻略手册 永夜星河,259693
27,Dream一个肖战李沁六搭,258939
28,真的别再关灯玩手机了,255502
29,田曦薇大奉打更人,255002
30,朱婷,254019
31,黄渤新片6岁儿子颜值,248511
32,白桃星座,237139
33,一个人爱你的最高形式,229096
34,王俊凯说何炅黄磊背影好孤独,226716
35,CCTV8剧说很好看,202854
36,有点担心与凤行剧情了,199037
37,真情侣,198861
38,中美外长会谈结束,191420
39,南宁,177504
40,想提离职结果被公司辞退了,159118
41,五月天嘉宾,158247
42,肖战李沁梦海热度破30000,154666
43,陈奕迅演唱会,153406
44,王鹤棣许七安,148144
45,毛不易是刘若英演唱会嘉宾,141100
46,等会这是猫最后一条命了,138826
47,18岁出考场vs23岁出考场,138035
48,虞书欣丁禹兮 永夜星河,137061
49,广工总冠军,133490
50,北京一村民连续27年义务捡垃圾,130770
