排名,标题,热度
0,  努力创造新时代中国防沙治沙新奇迹 , 4942747 
1,  榜一大哥是我爸 , 4965938 
2,  中学老师跳10多米高桥救轻生女 , 4806434 
3,  稳产保丰 小麦主产区有这些举措 , 4748792 
4,  父亲节 , 4695500 
5,  女子为保护儿子连刺丈夫3刀被判无罪 , 4549674 
6,  半个奢侈品圈都在李宇春演唱会 , 4443010 
7,  端午公司发了3颗荔枝 , 4395130 
8,  谢娜唱《她她她》引争议 , 4236822 
9,  美媒就布林肯访华发谬论 华春莹驳斥 , 4163586 
10,  精神病人持刀砍伤数十人？警方回应 , 4063152 
11,  跳河救人小哥说大家给我的太多了 , 3952649 
12,  百果园回应女子团购西瓜被嘲讽 , 3837064 
13,  男子怀抱婴儿骑车与交警起冲突 , 3726304 
14,  球迷冲进场跪拜C罗举高高 , 3635307 
15,  韩媒：孙准浩被正式批捕 , 3592062 
16,  美国国务卿布林肯抵达北京 , 3425064 
17,  15人因西北第一高塔等违建被问责 , 3365219 
18,  女生称没穿内衣取外卖被骑手骚扰 , 3274141 
19,  董宇辉称曾拒税后2亿年薪工作 , 3129579 
20,  手机里，你给爸爸的备注是什么？ , 3017262 
21,  马云现身杭州围观数学竞赛 , 2927060 
22,  媒体:指鼠为鸭人员面临何种处分？ , 2844472 
23,  美国父亲将3个儿子排成一排枪杀 , 2717170 
24,  大学生“以证换狗”走红背后 , 2601100 
25,  中国第一无人岛2868万元成交 , 2540840 
26,  美国务院网站将首页更换为中国街景 , 2435484 
27,  黄渤上半身vs下半身 , 2312478 
28,  胡歌大鹏影帝双黄蛋 , 2268492 
29,  王一博让不出去的C位 , 2110395 
30,  媒体：中国青年初婚越来越迟 , 2047509 
