排名,标题,热度
0,  努力创造新时代中国防沙治沙新奇迹 , 4960967 
1,  榜一大哥是我爸 , 4945874 
2,  中学老师跳10多米高桥救轻生女 , 4892863 
3,  稳产保丰 小麦主产区有这些举措 , 4733814 
4,  父亲节 , 4647676 
5,  女子为保护儿子连刺丈夫3刀被判无罪 , 4533108 
6,  端午公司发了3颗荔枝 , 4492355 
7,  球迷冲进场跪拜C罗举高高 , 4301672 
8,  大学生“以证换狗”走红背后 , 4265835 
9,  当地线人还原美军偷油经过 , 4191503 
10,  大雾致航班取消 乘客骂哭机场员工 , 4008907 
11,  中国女排0比3不敌波兰 , 3990838 
12,  韩媒：孙准浩被正式批捕 , 3883237 
13,  手机里，你给爸爸的备注是什么？ , 3721442 
14,  胡歌大鹏影帝双黄蛋 , 3686701 
15,  美国父亲将3个儿子排成一排枪杀 , 3518049 
16,  黄渤上半身vs下半身 , 3402604 
17,  董宇辉称曾拒税后2亿年薪工作 , 3374155 
18,  百果园回应女子团购西瓜被嘲讽 , 3262543 
19,  广州一龙舟队全是富婆？当地：事实 , 3108175 
20,  宋仲基说成为父亲丈夫会失去很多工作 , 3072449 
21,  女生称没穿内衣取外卖被骑手骚扰 , 2931275 
22,  王一博让不出去的C位 , 2828510 
23,  美国务院网站将首页更换为中国街景 , 2760058 
24,  中国第一无人岛2868万元成交 , 2667979 
25,  杨幂盘发造型梦回“晴川” , 2560551 
26,  女子买1根牛肉干店员偷塞5根的量 , 2479281 
27,  香港明星足球队喊话贵州村超 , 2366578 
28,  “韩国楼市要崩”恐慌情绪蔓延 , 2226001 
29,  布林肯：将及时与韩方共享访华成果 , 2117308 
30,  媒体:指鼠为鸭人员面临何种处分？ , 2049973 
