排名,标题,热度
0,  中国空间站最新在轨视频发布 , 4906502 
1,  中美关系站在“悬崖之上”?中方回应 , 4929606 
2,  曝孟晚舟出售香港豪宅 , 4882478 
3,  高温下 致敬他们的坚守 , 4731815 
4,  新闻学教授怒怼张雪峰 , 4619675 
5,  比尔盖茨回复黄晓明 , 4509505 
6,  官方通报河南6·5爆燃事故 , 4463904 
7,  热到怀疑人生 , 4388517 
8,  618惠选潮电节 AI帮你选 , 4204120 
9,  上大研究生被指精神控制多名女性 , 4174361 
10,  女子租房一年才发现指纹锁脚都能开 , 4054483 
11,  广东暴雨积水成河 有人屋内钓鱼 , 3945118 
12,  千只鸭子大军给水稻除草 , 3873250 
13,  女生摆摊卖鸡脚边卖边吃 , 3766838 
14,  男生中考忘涂卡妈妈大哭?发布者辟谣 , 3625040 
15,  女童吞下上百颗磁力珠肠道如鱼籽 , 3555030 
16,  男子突发奇想将甜瓜和西瓜嫁接 , 3452813 
17,  吴倩因病退出浪姐4 , 3317096 
18,  基辛格就中美关系发出“严厉警告” , 3237175 
19,  顾客就餐遇账单刺客8碗米饭要价90 , 3134366 
20,  这座一线城市要限电动自行车 , 3040667 
21,  交警买网红青蛙小青蛙不让付钱 , 2977207 
22,  巨鸟撞穿飞机挡风玻璃 残骸嵌入机身 , 2862037 
23,  高校干部车内出轨被女方婆婆抓现行 , 2716043 
24,  好多明星去看了梅西比赛 , 2611127 
25,  48岁吴彦祖颜值回春 , 2573335 
26,  女子“只打卡不上班”被辞 , 2405056 
27,  辅警将冲卡男子推下斜坡被辞退 , 2319632 
28,  学校回应把学生百余份外卖扔垃圾桶 , 2218228 
29,  女子深夜流浪街头称想当美女主播 , 2143609 
30,  吴倩方晒出院记录 , 2042617 
