排名,标题,热度
0,  促消费多点开花 扩内需“快马加鞭” , 4930774 
1,  跳江救人小哥被奖励10万元和一套房 , 4975336 
2,  越南开始担心被“抢饭碗”了 , 4890197 
3,  高考考生们这些“套路”骗局要当心 , 4728153 
4,  冲场拥抱梅西球迷被行拘 , 4699538 
5,  天大扣饭事件后烤鸭饭窗口排长队 , 4556085 
6,  杜江问梅西嗯哼的签名照是真迹吗 , 4401909 
7,  女子深夜流浪街头称想当美女主播 , 4352475 
8,  特朗普说请支持者吃饭却没买单 , 4224609 
9,  618超值囤货指南 , 4189446 
10,  女生失联7天后被发现死亡 , 4061927 
11,  女子跳江后反悔按网上教程漂浮自救 , 3909948 
12,  女子租房一年才发现指纹锁脚都能开 , 3882727 
13,  连那英都接不住的场子 , 3740463 
14,  女子烈日下举牌求前夫复婚 , 3682542 
15,  曝孟晚舟出售香港豪宅 , 3563307 
16,  马云与汪涵聚餐发福变胖 , 3457094 
17,  女童吞下上百颗磁力珠肠道如鱼籽 , 3311174 
18,  苏翊鸣获得清华大学保送资格 , 3252988 
19,  热到怀疑人生 , 3193645 
20,  北上广深二手房价格降了 , 3018904 
21,  新闻学教授怒怼张雪峰 , 2975166 
22,  大学生被控强奸罪一审重审改判三年 , 2825237 
23,  比尔盖茨回复黄晓明 , 2714110 
24,  交警买网红青蛙小青蛙不让付钱 , 2607270 
25,  高校干部车内出轨被女方婆婆抓现行 , 2561915 
26,  上大研究生被指精神控制多名女性 , 2493904 
27,  男子突发奇想将甜瓜和西瓜嫁接 , 2342209 
28,  千只鸭子大军给水稻除草 , 2281429 
29,  郑钦文保送华中科技大学 , 2125300 
30,  吴倩方晒出院记录 , 2063080 
