排名,标题,热度
0,  沙漠里的湖是怎样复活的？ , 4953688 
1,  秦刚与布林肯举行会谈 现场曝光 , 4957648 
2,  跨省存款火了：存50万差价5000 , 4864347 
3,  “三夏”农忙正当时 , 4731766 
4,  普京亮出俄乌和解协议草案 , 4636652 
5,  半个奢侈品圈都在李宇春演唱会 , 4527314 
6,  央媒评鼠头鸭脖:一些干部缺法治素养 , 4469605 
7,  女子为保护儿子连刺丈夫3刀被判无罪 , 4393830 
8,  老人高铁霸座称“打死我也不起” , 4279326 
9,  大叔高铁上脱鞋“味太大”引冲突 , 4198050 
10,  父亲节 , 4021840 
11,  胡兵50万积分被东航清零 , 3960467 
12,  香港名媛蔡天凤葬礼举行 , 3872767 
13,  大雾致航班取消 乘客骂哭机场员工 , 3708592 
14,  官方回应城管执法中队长出轨女下属 , 3694962 
15,  村庄20天震动35次村民不安谁能解 , 3523595 
16,  美国国务卿布林肯抵达北京 , 3449155 
17,  谢娜唱《她她她》引争议 , 3333513 
18,  专家：水电煤气10年没涨价应适当涨 , 3262776 
19,  当地线人还原美军偷油经过 , 3198254 
20,  端午公司发了3颗荔枝 , 3057376 
21,  鼠头鸭身周边9.9元一个 月售过百 , 2998023 
22,  20岁快递员猥亵50岁阿姨被行拘 , 2859288 
23,  大学生“以证换狗”走红背后 , 2729670 
24,  榜一大哥是我爸 , 2602259 
25,  百果园回应女子团购西瓜被嘲讽 , 2550506 
26,  美国父亲将3个儿子排成一排枪杀 , 2405573 
27,  黄渤上半身vs下半身 , 2361612 
28,  中学老师跳10多米高桥救轻生女 , 2295888 
29,  球迷冲进场跪拜C罗举高高 , 2179361 
30,  吃了被老鼠污染的食物怎么办？ , 2026630 
