排名,标题,热度
0,  沙漠里的湖是怎样复活的？ , 4969270 
1,  美国国务卿布林肯抵达北京 , 4995471 
2,  胡兵50万积分被东航清零 , 4851825 
3,  “三夏”农忙正当时 , 4798784 
4,  父亲节 , 4656099 
5,  半个奢侈品圈都在李宇春演唱会 , 4521285 
6,  端午公司发了3颗荔枝 , 4403786 
7,  谢娜唱《她她她》引争议 , 4328735 
8,  美媒就布林肯访华发谬论 华春莹驳斥 , 4297136 
9,  榜一大哥是我爸 , 4181220 
10,  吃了被老鼠污染的食物怎么办？ , 4058631 
11,  女子为保护儿子连刺丈夫3刀被判无罪 , 3951759 
12,  直播PK成艳舞秀、拼命秀 , 3827767 
13,  马云现身杭州围观数学竞赛 , 3727773 
14,  中学老师跳10多米高桥救轻生女 , 3636020 
15,  女生称没穿内衣取外卖被骑手骚扰 , 3552318 
16,  香港明星足球队喊话贵州村超 , 3454249 
17,  郑业成往车窗外乱丢烟头 , 3323168 
18,  百果园回应女子团购西瓜被嘲讽 , 3298902 
19,  韩媒：孙准浩被正式批捕 , 3179357 
20,  董宇辉称曾拒税后2亿年薪工作 , 3077122 
21,  球迷冲进场跪拜C罗举高高 , 2929683 
22,  大学生“以证换狗”走红背后 , 2823451 
23,  黄渤上半身vs下半身 , 2745791 
24,  王一博让不出去的C位 , 2678116 
25,  媒体:指鼠为鸭人员面临何种处分？ , 2556064 
26,  人不在学校却被抬到校长面前拨穗 , 2454193 
27,  美国父亲将3个儿子排成一排枪杀 , 2313529 
28,  广州一龙舟队全是富婆？当地：事实 , 2270695 
29,  美国务院网站将首页更换为中国街景 , 2112540 
30,  中国第一无人岛2868万元成交 , 2001777 
