排名,标题,热度
0,  习近平会见比尔·盖茨 , 4995734 
1,  跳江救人小哥希望不要再给他捐钱 , 4923144 
2,  贪官入狱落泪:送钱的还问我啥时出去 , 4819454 
3,  高质量发展调研行 , 4786672 
4,  世界最有钱的两个人一起吃饭 , 4665375 
5,  女子0.6折买36件衣服 网店拒发货 , 4517222 
6,  男子健身房内去世前向私教求救 , 4459465 
7,  女子深夜当街被男子狂扇10多分钟 , 4314254 
8,  陈乔恩被青蛙求婚 , 4204794 
9,  广州龙舟赛125条猛龙争霸 , 4128278 
10,  抱婴儿男子被按在地 派出所回应 , 4019409 
11,  沥青车事故遇难母子家属：没人道歉 , 3940665 
12,  货车撞上奔驰反被奔驰车主请吃饭 , 3843508 
13,  秋瓷炫 我不是不要脸 , 3782559 
14,  迪丽热巴真发了100多张自拍 , 3610774 
15,  男子被辅警推下斜坡 多人被处理 , 3558129 
16,  美光宣布对西安工厂投资43亿元 , 3409218 
17,  陈冠希晒照祝欧阳娜娜生日快乐 , 3315518 
18,  刘烨法国老婆近照沧桑变化大 , 3283092 
19,  张雪峰回应质疑:专业要选能吃上饭的 , 3128392 
20,  谢娜三公排名跌至第六 , 3042055 
21,  舅舅私自处置孤女遗产被判赔130万 , 2969558 
22,  宋仲基说成为父亲丈夫会失去很多工作 , 2872670 
23,  北约要俄削减核武库 普京当场爆粗口 , 2753428 
24,  广东暴雨积水成河 有人屋内钓鱼 , 2663731 
25,  特朗普说请支持者吃饭却没买单 , 2552071 
26,  基辛格就中美关系发出“严厉警告” , 2437979 
27,  学校回应把学生百余份外卖扔垃圾桶 , 2352570 
28,  新闻学教授怒怼张雪峰 , 2297105 
29,  男子突发奇想将甜瓜和西瓜嫁接 , 2118305 
30,  连那英都接不住的场子 , 2005380 
