排名,标题,热度
0,  沙漠里的湖是怎样复活的？ , 4999166 
1,  美国国务卿布林肯抵达北京 , 4952656 
2,  胡兵50万积分被东航清零 , 4880145 
3,  “三夏”农忙正当时 , 4777722 
4,  布林肯将与多名中方高级官员会面 , 4691734 
5,  鼠头鸭身周边9.9元一个 月售过百 , 4576932 
6,  20岁快递员猥亵50岁阿姨被行拘 , 4431109 
7,  香港名媛蔡天凤葬礼举行 , 4339098 
8,  大叔高铁上脱鞋“味太大”引冲突 , 4295599 
9,  榜一大哥是我爸 , 4180288 
10,  父亲节 , 4064252 
11,  女子为保护儿子连刺丈夫3刀被判无罪 , 3985564 
12,  大学生“以证换狗”走红背后 , 3832872 
13,  端午公司发了3颗荔枝 , 3703401 
14,  吃了被老鼠污染的食物怎么办？ , 3673887 
15,  球迷冲进场跪拜C罗举高高 , 3522214 
16,  中学老师跳10多米高桥救轻生女 , 3462850 
17,  奔驰在操场倒车险些撞到小学生 , 3378592 
18,  半个奢侈品圈都在李宇春演唱会 , 3288418 
19,  谢娜唱《她她她》引争议 , 3141689 
20,  美媒就布林肯访华发谬论 华春莹驳斥 , 3093988 
21,  董宇辉称曾拒税后2亿年薪工作 , 2928241 
22,  马云现身杭州围观数学竞赛 , 2880046 
23,  香港明星足球队喊话贵州村超 , 2771183 
24,  黄渤上半身vs下半身 , 2666866 
25,  中国女排0比3不敌波兰 , 2571069 
26,  韩媒：孙准浩被正式批捕 , 2478262 
27,  女生称没穿内衣取外卖被骑手骚扰 , 2356180 
28,  张恒远追悼会在老家举办 , 2250648 
29,  直播PK成艳舞秀、拼命秀 , 2116945 
30,  广州一龙舟队全是富婆？当地：事实 , 2070520 
